time,level,message
"2025-10-17 11:05:47,837",INFO,"Epoch 70 finished in 12.0s
"
"2025-10-17 11:05:58,380",INFO,"Epoch 71 | Train Loss: 0.0703
"
"2025-10-17 11:05:59,846",INFO,"Epoch 71 | Val Loss: 0.0668 | Val IoU: 0.8876 (79/89)
"
"2025-10-17 11:05:59,846",INFO,"IoU未提升（当前:0.8876 最佳:0.9326），模型不保存
"
"2025-10-17 11:05:59,846",INFO,"Epoch 71 finished in 12.0s
"
"2025-10-17 11:06:10,387",INFO,"Epoch 72 | Train Loss: 0.0660
"
"2025-10-17 11:06:11,855",INFO,"Epoch 72 | Val Loss: 0.0691 | Val IoU: 0.8427 (75/89)
"
"2025-10-17 11:06:11,855",INFO,"IoU未提升（当前:0.8427 最佳:0.9326），模型不保存
"
"2025-10-17 11:06:11,855",INFO,"Epoch 72 finished in 12.0s
"
"2025-10-17 11:06:22,533",INFO,"Epoch 73 | Train Loss: 0.0668
"
"2025-10-17 11:06:24,001",INFO,"Epoch 73 | Val Loss: 0.0629 | Val IoU: 0.9101 (81/89)
"
"2025-10-17 11:06:24,002",INFO,"IoU未提升（当前:0.9101 最佳:0.9326），模型不保存
"
"2025-10-17 11:06:24,002",INFO,"Epoch 73 finished in 12.1s
"
"2025-10-17 11:06:34,588",INFO,"Epoch 74 | Train Loss: 0.0702
"
"2025-10-17 11:06:36,067",INFO,"Epoch 74 | Val Loss: 0.0678 | Val IoU: 0.9101 (81/89)
"
"2025-10-17 11:06:36,067",INFO,"IoU未提升（当前:0.9101 最佳:0.9326），模型不保存
"
"2025-10-17 11:06:36,067",INFO,"Epoch 74 finished in 12.1s
"
"2025-10-17 11:06:46,570",INFO,"Epoch 75 | Train Loss: 0.0678
"
"2025-10-17 11:06:47,991",INFO,"Epoch 75 | Val Loss: 0.0747 | Val IoU: 0.8427 (75/89)
"
"2025-10-17 11:06:47,991",INFO,"IoU未提升（当前:0.8427 最佳:0.9326），模型不保存
"
"2025-10-17 11:06:47,991",INFO,"Epoch 75 finished in 11.9s
"
"2025-10-17 11:06:58,646",INFO,"Epoch 76 | Train Loss: 0.0691
"
"2025-10-17 11:07:00,128",INFO,"Epoch 76 | Val Loss: 0.0671 | Val IoU: 0.8989 (80/89)
"
"2025-10-17 11:07:00,129",INFO,"IoU未提升（当前:0.8989 最佳:0.9326），模型不保存
"
"2025-10-17 11:07:00,129",INFO,"Epoch 76 finished in 12.1s
"
"2025-10-17 11:07:10,737",INFO,"Epoch 77 | Train Loss: 0.0719
"
"2025-10-17 11:07:12,242",INFO,"Epoch 77 | Val Loss: 0.0691 | Val IoU: 0.8427 (75/89)
"
"2025-10-17 11:07:12,243",INFO,"IoU未提升（当前:0.8427 最佳:0.9326），模型不保存
"
"2025-10-17 11:07:12,243",INFO,"Epoch 77 finished in 12.1s
"
"2025-10-17 11:07:22,832",INFO,"Epoch 78 | Train Loss: 0.0672
"
"2025-10-17 11:07:24,316",INFO,"Epoch 78 | Val Loss: 0.0752 | Val IoU: 0.8652 (77/89)
"
"2025-10-17 11:07:24,317",INFO,"IoU未提升（当前:0.8652 最佳:0.9326），模型不保存
"
"2025-10-17 11:07:24,317",INFO,"Epoch 78 finished in 12.1s
"
"2025-10-17 11:07:34,924",INFO,"Epoch 79 | Train Loss: 0.0657
"
"2025-10-17 11:07:36,385",INFO,"Epoch 79 | Val Loss: 0.0679 | Val IoU: 0.8989 (80/89)
"
"2025-10-17 11:07:36,385",INFO,"IoU未提升（当前:0.8989 最佳:0.9326），模型不保存
"
"2025-10-17 11:07:36,385",INFO,"Epoch 79 finished in 12.1s
"
"2025-10-17 11:07:46,858",INFO,"Epoch 80 | Train Loss: 0.0673
"
"2025-10-17 11:07:48,340",INFO,"Epoch 80 | Val Loss: 0.0631 | Val IoU: 0.8989 (80/89)
"
"2025-10-17 11:07:48,340",INFO,"IoU未提升（当前:0.8989 最佳:0.9326），模型不保存
"
"2025-10-17 11:07:48,340",INFO,"Epoch 80 finished in 12.0s
"
"2025-10-17 11:07:58,803",INFO,"Epoch 81 | Train Loss: 0.0716
"
"2025-10-17 11:08:00,319",INFO,"Epoch 81 | Val Loss: 0.0721 | Val IoU: 0.8764 (78/89)
"
"2025-10-17 11:08:00,319",INFO,"IoU未提升（当前:0.8764 最佳:0.9326），模型不保存
"
"2025-10-17 11:08:00,319",INFO,"Epoch 81 finished in 12.0s
"
"2025-10-17 11:08:10,826",INFO,"Epoch 82 | Train Loss: 0.0631
"
"2025-10-17 11:08:12,352",INFO,"Epoch 82 | Val Loss: 0.0592 | Val IoU: 0.9663 (86/89)
"
"2025-10-17 11:08:12,359",INFO,"New best IoU: 0.9663 -> saved to ./checkpoints/20251017/best_iou_0.9663.pth
"
"2025-10-17 11:08:12,359",INFO,"Epoch 82 finished in 12.0s
"
"2025-10-17 11:08:22,857",INFO,"Epoch 83 | Train Loss: 0.0696
"
"2025-10-17 11:08:24,355",INFO,"Epoch 83 | Val Loss: 0.0750 | Val IoU: 0.9101 (81/89)
"
"2025-10-17 11:08:24,355",INFO,"IoU未提升（当前:0.9101 最佳:0.9663），模型不保存
"
"2025-10-17 11:08:24,355",INFO,"Epoch 83 finished in 12.0s
"
"2025-10-17 11:08:34,889",INFO,"Epoch 84 | Train Loss: 0.0715
"
"2025-10-17 11:08:36,396",INFO,"Epoch 84 | Val Loss: 0.0743 | Val IoU: 0.8989 (80/89)
"
"2025-10-17 11:08:36,396",INFO,"IoU未提升（当前:0.8989 最佳:0.9663），模型不保存
"
"2025-10-17 11:08:36,396",INFO,"Epoch 84 finished in 12.0s
"
"2025-10-17 11:08:46,927",INFO,"Epoch 85 | Train Loss: 0.0693
"
"2025-10-17 11:08:48,385",INFO,"Epoch 85 | Val Loss: 0.0761 | Val IoU: 0.8427 (75/89)
"
"2025-10-17 11:08:48,385",INFO,"IoU未提升（当前:0.8427 最佳:0.9663），模型不保存
"
"2025-10-17 11:08:48,385",INFO,"Epoch 85 finished in 12.0s
"
"2025-10-17 11:08:59,074",INFO,"Epoch 86 | Train Loss: 0.0670
"
"2025-10-17 11:09:00,551",INFO,"Epoch 86 | Val Loss: 0.0713 | Val IoU: 0.8427 (75/89)
"
"2025-10-17 11:09:00,551",INFO,"IoU未提升（当前:0.8427 最佳:0.9663），模型不保存
"
"2025-10-17 11:09:00,551",INFO,"Epoch 86 finished in 12.2s
"
"2025-10-17 11:09:11,111",INFO,"Epoch 87 | Train Loss: 0.0659
"
"2025-10-17 11:09:12,546",INFO,"Epoch 87 | Val Loss: 0.0615 | Val IoU: 0.8427 (75/89)
"
"2025-10-17 11:09:12,547",INFO,"IoU未提升（当前:0.8427 最佳:0.9663），模型不保存
"
"2025-10-17 11:09:12,547",INFO,"Epoch 87 finished in 12.0s
"
"2025-10-17 11:09:23,118",INFO,"Epoch 88 | Train Loss: 0.0682
"
"2025-10-17 11:09:24,574",INFO,"Epoch 88 | Val Loss: 0.0690 | Val IoU: 0.8090 (72/89)
"
"2025-10-17 11:09:24,574",INFO,"IoU未提升（当前:0.8090 最佳:0.9663），模型不保存
"
"2025-10-17 11:09:24,574",INFO,"Epoch 88 finished in 12.0s
"
"2025-10-17 11:09:35,098",INFO,"Epoch 89 | Train Loss: 0.0668
"
"2025-10-17 11:09:36,647",INFO,"Epoch 89 | Val Loss: 0.0752 | Val IoU: 0.9551 (85/89)
"
"2025-10-17 11:09:36,647",INFO,"IoU未提升（当前:0.9551 最佳:0.9663），模型不保存
"
"2025-10-17 11:09:36,647",INFO,"Epoch 89 finished in 12.1s
"
"2025-10-17 11:09:47,153",INFO,"Epoch 90 | Train Loss: 0.0688
"
"2025-10-17 11:09:48,666",INFO,"Epoch 90 | Val Loss: 0.0698 | Val IoU: 0.8989 (80/89)
"
"2025-10-17 11:09:48,666",INFO,"IoU未提升（当前:0.8989 最佳:0.9663），模型不保存
"
"2025-10-17 11:09:48,666",INFO,"Epoch 90 finished in 12.0s
"
"2025-10-17 11:09:59,208",INFO,"Epoch 91 | Train Loss: 0.0651
"
"2025-10-17 11:10:00,711",INFO,"Epoch 91 | Val Loss: 0.0783 | Val IoU: 0.9438 (84/89)
"
"2025-10-17 11:10:00,712",INFO,"IoU未提升（当前:0.9438 最佳:0.9663），模型不保存
"
"2025-10-17 11:10:00,712",INFO,"Epoch 91 finished in 12.0s
"
"2025-10-17 11:10:11,290",INFO,"Epoch 92 | Train Loss: 0.0711
"
"2025-10-17 11:10:12,741",INFO,"Epoch 92 | Val Loss: 0.0708 | Val IoU: 0.8315 (74/89)
"
"2025-10-17 11:10:12,741",INFO,"IoU未提升（当前:0.8315 最佳:0.9663），模型不保存
"
"2025-10-17 11:10:12,741",INFO,"Epoch 92 finished in 12.0s
"
"2025-10-17 11:10:23,385",INFO,"Epoch 93 | Train Loss: 0.0653
"
"2025-10-17 11:10:24,921",INFO,"Epoch 93 | Val Loss: 0.0716 | Val IoU: 0.9326 (83/89)
"
"2025-10-17 11:10:24,921",INFO,"IoU未提升（当前:0.9326 最佳:0.9663），模型不保存
"
"2025-10-17 11:10:24,921",INFO,"Epoch 93 finished in 12.2s
"
"2025-10-17 11:10:35,483",INFO,"Epoch 94 | Train Loss: 0.0662
"
"2025-10-17 11:10:37,008",INFO,"Epoch 94 | Val Loss: 0.0677 | Val IoU: 0.8764 (78/89)
"
"2025-10-17 11:10:37,009",INFO,"IoU未提升（当前:0.8764 最佳:0.9663），模型不保存
"
"2025-10-17 11:10:37,009",INFO,"Epoch 94 finished in 12.1s
"
"2025-10-17 11:10:47,585",INFO,"Epoch 95 | Train Loss: 0.0677
"
"2025-10-17 11:10:49,059",INFO,"Epoch 95 | Val Loss: 0.0693 | Val IoU: 0.9438 (84/89)
"
"2025-10-17 11:10:49,059",INFO,"IoU未提升（当前:0.9438 最佳:0.9663），模型不保存
"
"2025-10-17 11:10:49,059",INFO,"Epoch 95 finished in 12.1s
"
"2025-10-17 11:10:59,722",INFO,"Epoch 96 | Train Loss: 0.0657
"
"2025-10-17 11:11:01,191",INFO,"Epoch 96 | Val Loss: 0.0710 | Val IoU: 0.8764 (78/89)
"
"2025-10-17 11:11:01,191",INFO,"IoU未提升（当前:0.8764 最佳:0.9663），模型不保存
"
"2025-10-17 11:11:01,191",INFO,"Epoch 96 finished in 12.1s
"
"2025-10-17 11:11:11,744",INFO,"Epoch 97 | Train Loss: 0.0665
"
"2025-10-17 11:11:13,230",INFO,"Epoch 97 | Val Loss: 0.0592 | Val IoU: 0.8652 (77/89)
"
"2025-10-17 11:11:13,230",INFO,"IoU未提升（当前:0.8652 最佳:0.9663），模型不保存
"
"2025-10-17 11:11:13,230",INFO,"Epoch 97 finished in 12.0s
"
"2025-10-17 11:11:23,743",INFO,"Epoch 98 | Train Loss: 0.0634
"
"2025-10-17 11:11:25,208",INFO,"Epoch 98 | Val Loss: 0.0741 | Val IoU: 0.8539 (76/89)
"
"2025-10-17 11:11:25,209",INFO,"IoU未提升（当前:0.8539 最佳:0.9663），模型不保存
"
"2025-10-17 11:11:25,209",INFO,"Epoch 98 finished in 12.0s
"
"2025-10-17 11:11:35,623",INFO,"Epoch 99 | Train Loss: 0.0665
"
"2025-10-17 11:11:37,226",INFO,"Epoch 99 | Val Loss: 0.0669 | Val IoU: 0.8989 (80/89)
"
"2025-10-17 11:11:37,226",INFO,"IoU未提升（当前:0.8989 最佳:0.9663），模型不保存
"
"2025-10-17 11:11:37,226",INFO,"Epoch 99 finished in 12.0s
"
"2025-10-17 11:11:47,762",INFO,"Epoch 100 | Train Loss: 0.0681
"
"2025-10-17 11:11:49,256",INFO,"Epoch 100 | Val Loss: 0.0745 | Val IoU: 0.9663 (86/89)
"
"2025-10-17 11:11:49,256",INFO,"IoU未提升（当前:0.9663 最佳:0.9663），模型不保存
"
"2025-10-17 11:11:49,256",INFO,"Epoch 100 finished in 12.0s
"
